,rating,parent_asin,pos_neg,tot_text
27,5,B076QD9NP1,1,My granddaughter loved the dress My granddaughter loved the dress! She wore it during the day and at night because it felt so soft and she loved the ice cream cones!
28,5,B009R09Z8W,1,Great item Great sweatshirt
29,5,B09M6X79V9,1,Would buy again Got them quickly. Material is nice and they fit true to size
30,5,B09H6MXJ71,1,Good shirts Buy One xtra size to workout
31,5,B09M6X79V9,1,Chef Approved I am a Chef and move around a lot at work. My jacket cannot be worn alone but needs to feel like I am wearing it alone. This tank fits like a glove and doesnt bunch up under my jacket. Perfect.
32,5,B07CQ84KLT,1,Perfect fit....washes in machine on delicate...hang to dry I love that the straps are adjustable....v neck is perfect....I am 5 feet 126 pounds took a small. Great for summer....add a little jacket if you go to an air conditioned restaurant or movie...great with gladiator sandals or fancy flip flops!
33,5,B09KHSM7BB,1,Nice for winter. These are very nice and warm.  It washed up very nie and is just perfect.  The fit was very comfortable.
34,5,B09M6X79V9,1,"Comfortable I bought these to workout in and purchased a size up. I usually wear a small, but didn't want something too tight so I ordered the medium. I love the way they fit. I don't get too sweaty and can really move comfortably."
35,5,B07BM9GWG7,1,Five Stars Quality...
36,5,B09KHSM7BB,1,Would purchase another loved Love the color
37,5,B0928FSGGD,1,I was very happy over all I would recommend<br />Them
38,5,B0BVMLJTFS,1,Would buy again! Squat proof color and comfort is amazing! Not extremely moisture wicking but does help somewhat. I do sweat a lot when working out.
39,5,B09KHSM7BB,1,"Good quality and good fit Material is of decent thickness.  This brand runs a little larger than Hanes and some other brands, but the fit, at least for me, is perfect.  Stitching is good as well.  Did not shrink much after washing."
40,5,B09KHSM7BB,1,Five Stars it's nice
41,5,B07BM9GWG7,1,As described Does as described. Quality is very good
42,5,B0928FSGGD,1,"Great shirts Was looking for what I used to call “under armor” shirts.  These were exactly what I wanted.  Medium was tight like I wanted them to be under a shirt, but not uncomfortably tight.  I usually wear a M shirt and these followed."
43,5,B07BM9GWG7,1,"Nice shirt if you order a size larger than normal I ordered a size up from my normal size and the fit is perfect. There is just enough compression to decrease my man boobs, yet comfortable and long enough to enjoy it."
44,4,B09KHSM7BB,1,"Nice Looking This shirt fit my 6'1"" husband perfectly."
45,5,B084LJ5ZJ5,1,As Pictured! Super Soft! Just the right size that I needed. The color is as pictured. Perfect for the Fall season!
46,5,B09H6MXJ71,1,"Comfortable shirt for working out Good Shirt, fits well and feels good when working out, not hot."
47,4,B07S8KMCQW,1,Just what I wanted Great buy!  Nice fabric and fit
48,5,B0BVMLJTFS,1,Great dupe! Comfy and flattering! These leggings are amazing!! Such a great dupe for Gymshark Vital Seamless. They have some stretch but also are compressive enough to help with tummy control. I have received many complements while wearing these leggings. They are just barely sheer but that might be because I got the light gray. Love these for working out as they are sweat wicking and super cute!
49,5,B09H6MXJ71,1,I've bought 2 sets already for my son. He loves the look and feel of the top. Like the way it fits and it's breathable material
50,5,B009R09Z8W,1,Good Fit Good quality and durable.
51,5,B07S8KMCQW,1,Great shirt Great shirt for the price! I bought a size small. I’m 5’8 150lbs. The only problem I’ve had is the the different fabrics between colors. I bought this in black and light gray. The black is soft and flattering. The light gray isn’t really soft and does not lay right. I love the black I wear I wear it all the time.
52,5,B09MJ6NSNM,1,Arrived on time Good
53,5,B09KHSM7BB,1,"Color as shown in the picture A beautiful sweatshirt, color was as indicated. I returned it because of the size. I will buy future products from this vender."
54,5,B09KHSM7BB,1,Excellent product Great product excellent value for the price
55,4,B09M6X79V9,1,Excellent basic tank for working out. Exercise but also shapewear.  It fits true to size.
56,5,B0B2KL8C8Q,1,Exactly as described Lob these shirts!
57,5,B09H6MXJ71,1,They fit like it reads No comment
58,5,B0BVMLJTFS,1,"Best workout leggings LOVE LOVE LOVE. Super comfy, not see thru at all, stretchy and makes you look great. Better than my lulus!"
59,5,B07CQ84KLT,1,"Everything was great. I'm 5'4"" and the large was the perfect ... Everything was great.  I'm 5'4&#34; and the large was the perfect length for me, but it does not touch the ground (the picture shown gave me the impression it might).  Fabric is soft and I love the adjustable straps."
60,5,B09MJ6NSNM,1,Fits well Fits well. Worth the money
61,5,B076QD9NP1,1,Washes and wears beautifully. My daughter is tall for her age Daughter loves this dress...So colorful...She wears it often.. Washes and wears beautifully.  My daughter is tall for her age... Would have ordered the pants to go with it (since it's more of a skater skirt length with her height.). She currently wears leggings with it... Would recommend Jxstar matching leggings ... Would be adorable together. That will be my next purchase.
62,5,B0928FSGGD,1,Shirts fit fairly well except for around the hip area. Run rather small Runs small around hip
63,4,B0B16Q1854,1,"Odd Reviews I am shocked at some of the reviews for these sweatpants. I have been buying them since 2019.  I work from home and LIVE in these.  I have at least 6 pairs, having worn a couple out(1-2) in 4 years is not bad. I did recently buy a pair with pockets. My others did not have pockets.  I am returning the pocket pair as they tore by the pocket. I will say the material was thinner than the non pockets.  I will continue to buy the non pockets style for as long as these are available.  I am 5’6 and 170 lbs.  I wear a 10-12 in jeans/pants and I get the XL for great comfort.  The large fits and is not skin tight but I prefer the XL.  Hope this helps clear up some of the negative reviews.  Oh and one person says you can’t machine wash and dry.  Yes you can. I have for 4 years."
64,4,B09M6X79V9,1,"Great tank I bought these as a base layer for some thinner, more see-through tanks that I have and love them so much that I want to get a few more to wear under work blouses as a cami."
65,4,B07S8KMCQW,1,"Overall, great tanktop. Sheer/Snug Fit. Ridiculously long review for anyone who reads them before buying....Love love love the cut, very open in the back/arms, high neckline but not so much that chokes me. Thin but good quality fabric. It is slightly see through, but not to the point where i wouldnt wear it to the gym. It did look thicker material in pictures, which is why i only gave 4 stars.<br />I am 5'3 and 185lbs, 38C bra size, with a muscular build that i let go of about 2 years ago and then had kids. Lots of leg muscle, holding most of my fat in my back and stomach. I got the Large, and it DOES fit, but not as loose as i would like. It isnt formfitting by any means, but i like my workout clothes extremely loose. Its also not long, goes right to the pant-line. Its longer in the front, but the back didn't cover my butt at all.<br />Ill be get getting an Xlarge and im sure itll be perfect."
66,5,B0B2KL8C8Q,1,Great for work and working out Great fits
67,5,B07S8KMCQW,1,"Love this top Love this top, and have gotten so many compliments on it! I did go up a size, just because I don’t like things to be fitted on me, and it fit perfect. Will be ordering more!"
68,5,B07BM9GWG7,1,"Great woman's undershirt. I am a 5'6&#34; woman, usually wear a size 8/10. I ordered Medium, intending to wear these as undershirts under sheer tops. They are perfect. Offer a bit of support without being too tight."
69,5,B09H6MXJ71,1,Perfect Perfect
70,5,B0B16Q1854,1,Comfortable These are the most comfortable sweatpants I have had in a long time!
71,4,B09M6X79V9,1,Form fittingl Really like the shirts.
72,5,B084LJ5ZJ5,1,"Sweatshirt, purple It’s very nice beautiful coloring and very comfortable"
73,4,B0B2KL8C8Q,1,Comfy but the shirts roll up while running Great fabric and fit. Not great while working out. The shirt kept rolling up from the bottom.<br />Disappointed.
74,5,B08F1V3KB9,1,Perfect fit Love them. Super comfortable. Thick material
75,5,B0BVMLJTFS,1,"Comfortable & breathable I am 5'6, 120 lbs, size 26 waist and ordered a size small. They fit perfectly! The color is a little lighter than it is in the photo. The thick waist band mimics more expensive yoga pants and makes them extremely comfortable. These quickly became one of my favorite pairs of yoga pants and I will definitely be ordering more!"
76,4,B09KHSM7BB,1,Four Stars It's a little baggy for a small but i like it.
77,5,B09KHSM7BB,1,Great product and arrived when expected. Great product and arrived when expected.
78,5,B09MJ6NSNM,1,Great product This product is extremely awesome for my workouts. Its thin enough to feel cool and thick enough so that it doesn't leave sweat pools on the benches. The hoodie adds more comfort for the head when laying down.
79,5,B08F1V3KB9,1,"Perfection They are exactly what I was looking for. Incredibly soft, perfect amount of stretch, and flattering. I am 5’5” and weigh 135. I typically swing between small and medium depending on the brand. I went with a small and they fit perfect. No muffin top and the length is great. Will be buying more!!"
80,5,B0BVMLJTFS,1,"BEST LEGGINGS EVER!!! I bought 4 sets with matching sports bras!  Can't get over how comfortable and cute these are!  They even breathe well during cardio when I tend to heat up the most.  Wish they had a pocket, but then they wouldn't be ""seamless"".  Love em."
81,5,B0BVMLJTFS,1,"great leggings, amazing customer service I ordered a pair of these last week and they were AMAZING. So amazing I ordered another pair a few days later. I just got those in and they fit completely different and the material felt different. I was very disappointed. Especially because I had recommended them to a lot of people and it seems they are inconsistent.<br /><br />UPDATED REVIEW: after I wrote this review I was contacted directly by the seller apologizing for the inconsistency. She had told me that the second pair I got was in fact a different material that the first pair. She offered to send me a free pair of leggings that were the material of my first pair. I was shocked with the customer service I received. she was very prompt to replying and definitely wanted me to be satisfied. I am very happy!"
82,4,B09KHSM7BB,1,Fit perfectly Pretty nice
83,5,B09KHSM7BB,1,"Great quality fabric We like everything about this product. Have looked for forest green forever, but the blue is great"
84,5,B09KHSM7BB,1,Nice Sweatshirt. Just what my kid wanted! Pretty good quality & Russell has a good reputation.
85,5,B09KHSM7BB,1,Great Jacket Gave it to my husband as a gift and it fit perfect and he loved the jacket
86,5,B09KHSM7BB,1,Comfort fit Color is good. Comfort fit
87,5,B09MJ6NSNM,1,normal fit is loose I liked the price and as a gift it was liked very much.
88,5,B08F1V3KB9,1,love it comfy!!! I love how its not too heavy and not too tight
89,5,B07CQ84KLT,1,Love it ! Love this outfit fits perfectly. I am 5’4 and 190 and it’s very flattering
90,5,B09M6X79V9,1,Nothing Loved it
91,5,B09KHSM7BB,1,Good fit and very soft. I love hoodies and this is very comfortable and fits well.  I haven't sent it through the was yet and will update this review if it has poor effects of the fabric
92,5,B09MJ6NSNM,1,Better than Commercialized Name Brand Quality is perfect for the price & you get 3. Rather buy this brand than any commercialized one Reebok Nike Adidas etc. I'm 5'9 weighing about 190lbs and bought a large which fits just right.
93,5,B0B2KL8C8Q,1,Fit great Bought these for under my work uniform love them
94,4,B09KHSM7BB,1,Runs large and not as soft as I had hoped. Runs large and not as soft as I had hoped.
95,5,B09H6MXJ71,1,"3 months wearing this. Size M 5’7 at 175lbs size M for all 6 I got. These shirts are awesome! They show every muscle when you look at your self in the mirror.  I got 6 of these 3 months ago and they haven’t been ruin. I wash them every week to be used for next week. 3 months ago I had a bigger belly so it was a bit tight around the waist, so if you have a big belly get a bigger size. The length is not to long and not to short. It goes just below a belt for reference at least for me."
96,5,B09H6MXJ71,1,Very nice fit Fit as expected.  They are really nice and comfortable for working out.
97,5,B009R09Z8W,1,Fit is good. Colors vibrant Received timely. Fit is good. Colors vibrant. Haven't washed yet but currently satisfied.
98,4,B07CQ84KLT,1,"This runs a bit big I love the dress just wish I would have ordered a size smaller.  I ordered the navy polka dot in an XL.  I am 5 4"" and weigh 150 pounds.  It still looks really nice and is very pretty.  Not a stretchy fabric, more of a lightweight poly blend.  Good quality too!"
99,5,B0BVMLJTFS,1,BUY THE PANTS! I absolutely LOVE these gym pants! Perfect fit. I’m 5’2 at 125lbs and I ordered a size small.
100,5,B07S8KMCQW,1,"Great shirts These are a great basic top I use for running. I typically wear a medium or large in shorts and ordered a medium. Glad I did, these fit perfectly loose and are pretty airy and light, not see through."
101,5,B07BM9GWG7,1,Fits great not hot Fits great not hot.
102,4,B01JUP0DLQ,1,"Be mindful Be mindful the item is coming from china so sizes run smaller then expected. got a 4x and it was still a little to small, but wearable. other then that product is awesome....love it."
103,5,B08F1V3KB9,1,"Best joggers My absolute favorite joggers! Material is soft, stretchy and so comfortable. Pockets are a plus! Overall, they fit like a glove."
104,5,B0928FSGGD,1,"Long, Perfect Fit, Excellent Compression! Perfect for long torso, I finally found the perfect compression long sleeve. The Large was very flattering."
105,5,B09H6MXJ71,1,Good product Fit is just right. Comfortable and perfect to workout in.
106,5,B09H6MXJ71,1,"Great deal Good fit, comfortable shirts"
107,4,B09KHSM7BB,1,"perfect It's a great product, but why does it say no fabric softner?"
108,5,B0928FSGGD,1,"Is great for running when is hot, and great to put it under your clothes Wash, s as d dry in delicate ready to go great material."
109,5,B09KHSM7BB,1,Nice and long Plenty long enough and did not shrink in the dryer..
110,5,B09KHSM7BB,1,Old fashioned sweat shirt Been looking for old fashioned sweat shirt. Hard to find . This one fit the bill perfectly
111,4,B09KHSM7BB,1,Four Stars like the way it fits
112,5,B0BVMLJTFS,1,"Great affordable leggings! They're a little long on me as I am 5'1, but other than that I love them! and they are squat proof!!"
113,5,B0BVMLJTFS,1,Super cute These leggings are amazing for the price. I’m 5’5 150lb & I got the M in black and grey and they’re lovely. Not squat proof but I don’t do a lot of squaring at the gym so I don’t mind it. 9/10. Can’t beat this style and quality for the price.<br />Please excuse me standing in the bed. It’s the only mirror I had in my Airbnb 😂
114,5,B09M6X79V9,1,Shapely I love the bold colors and they fit really good
115,5,B097RFTKJP,1,Perfect fit Loved it. Flattering
116,5,B09KHSM7BB,1,"A high-quality product, just like everything I have purchased from Russell Athletic. Heavy duty and very comfortable and warm."
117,4,B07CQ84KLT,1,"It's cute, I ordered xl could of used a ... It's cute,  I ordered xl could of used a little more room in the bust area."
118,5,B0BVMLJTFS,1,"Best Gymshark Seamless leggings dupe!! THESE ARE AWESOME!!! I love the gymshark seamless leggings but not the price, so I found these. I bought three but may need to buy more..."
119,5,B09KHSM7BB,1,Sweatshirt Very cozy. Love it!
120,5,B09KHSM7BB,1,He says this is the best hoodie so I ordered him another one in a ... I bought this for my father. He says this is the best hoodie so I ordered him another one in a different color.
121,5,B097RFTKJP,1,"Not only is this an adorable dress but the fabric is super soft and not too clingy. Not only is this an adorable dress but the fabric is super soft and not too clingy. Material is also stretchy and light weight without being flimsy. I’m very happy with this purchase! I am 5’7”, 195 lbs, 36 DD chest and curvy hips and thighs. I purchased an XL and it’s perfect. Falls just above the knee on me."
122,4,B09KHSM7BB,1,Good product Self
123,5,B09MJ6NSNM,1,"Great value ! My son loved these, and will order more !"
124,5,B009R09Z8W,1,great for price Nice quality
125,5,B09M6X79V9,1,Feels great Feels great but I would like more Lycra .  It rides up at waist a bit.
126,5,B09KHSM7BB,1,"Perfect oversized sweatshirt. I'm 5'10"" and 115 lbs (female) and purchased a size small. I love the oversized fit, super cozy and love that there's no logo."
127,5,B09KHSM7BB,1,"love russell products when it comes to sweat shirts, one sweat shirt i always buy is russell .....love the quality .... love the durability...... i have most of the colors and a few are several years old........i may buy some today ,thats how good they are"
128,4,B07BM9GWG7,1,Four Stars For hubby
129,5,B09H6MXJ71,1,Nice & comfortable Excellent material! Very comfortable wearing in the hot humid days in Florida!
130,5,B0BVMLJTFS,1,"TOTALLY worth it! a lot of times, leggings might not fit right - either they're too short or they're so tight that they tend to ride down. These are thicker, but soft, fit exactly how I wanted them too, are high waisted, super cute, make my butt look BANGIN, and I will probably buy more pairs in more colors. great find for amazon leggings."
131,5,B07BM9GWG7,1,I recommend them Good shirts I would buy more and good product
132,4,B076QD9NP1,1,"Perfect for the rainbow/kitty lover! I think this dress is very cute. My daughter loved it. The fabric is silky not scratchy and has a nice twirl when spinning. It's perfect for a rainbow/kitty lover. As for the fit. I went with her true size and it does fit well. It's a little short, but my girl is taller than average. If I would have sized up it would have gaped around the arms. I will buy again if available when she grows out of it and will be going back to look at their other available merchandise."
133,5,B08F1V3KB9,1,soft and comfy I absolutely love this pants. They are soft and are very comfortable. I bought them because I wanted something light for my Zumba class- it fits perfect and the material is not too thick.<br />I already ordered a second pair.
134,5,B07BM9GWG7,1,Cool Super buenas y una tela excelente
135,4,B0BVMLJTFS,1,"Amazing! I loved the fit of the leggings. If you want gymshark leggings but don’t want to pay the price, these are definitely the best alternative. I am 5’2 120 pounds and wear a size 2. I got a small and they fit perfect. My only problem was that I ordered certain colors and they gave me the wrong ones."
136,5,B07XD71F1H,1,"The more-or-less 15th Popyoung dress I have bought this summer I discovered the Popyoung dresses in about May of this year, bought one and liked it, bought another and liked it, etc.  The dresses are comfortable and easy to launder; also, they draw lots of compliments. I chose Popyoung in the first place partly because the dresses are rayon, not polyester, and partly because whoever designs their fabrics has a taste that very much matches mine. I bought the above long-sleeve dress and several others because  we have very short summers here, and I'm now stocking up for winter."
137,5,B009R09Z8W,1,Great hoodi I like it alot
138,5,B08F1V3KB9,1,Love love love Super comfortable. perfect for running errands and chasing my son around
139,5,B07BM9GWG7,1,Awesome Shirts I really like the feel of material and the fit was spot on and work as it should.
140,5,B09H6MXJ71,1,"Great fit and price! I bought these for my husband and he loves them. I got them with the intention that he could wear them while working out in the yard. He loves them for that and more. It's so hot in the South, and these help keep him cool. They are also very flattering, and a great price!"
141,5,B07CQ84KLT,1,Five Stars Love it and so comfortable!!
142,5,B07BM9GWG7,1,Very good Good
143,5,B09M6X79V9,1,Tank top I love this product.<br />Very comfortable fit as expected.
144,5,B07CQ84KLT,1,Must buy! took this on my honeymoon and absolutely love it! Works well as a bathingsuit cover up and a casual dress!
145,5,B07BM9GWG7,1,Gotta go down a size there big boii i Think y’all have it wrong lol. Your supposed to go down a size so it could fit as a Compression shirt but if you want it baggy obviously go up lol. But it fits as expected I’m a XL and I went and got a LRG and the shirt fits as expected. Definitely would buy again.
146,5,B09M6X79V9,1,Love it My daughter loves the material and the fit
147,5,B0928FSGGD,1,"Size up!! These definitely fit on the smaller side. I am 5’2” and 125 pounds and typically wear a small. After reading reviews, I ordered a size up and they fit perfectly!"
148,5,B09KHSM7BB,1,Five Stars My boo loves it. Fits him so good
149,5,B08F1V3KB9,1,Love these Worth the purchase
150,5,B09KHSM7BB,1,thanks nice and soft
151,5,B0B2KL8C8Q,1,Love these for work Love these for work
152,5,B09M6X79V9,1,"Comfortable Very comfortable, do not ride up. Do not lose shape."
153,5,B0BVMLJTFS,1,"Love these leggings Great leggings! Smoothing and pulls the stomach in. They also don’t ruffle or fold when working out. The color is great too, definitely will be ordering other pairs. I ordered a medium and the length is good for my 5’1 height."
154,5,B09H6MXJ71,1,Love 'Em These are my favorite workout tops. I bought another pack.
155,5,B09H6MXJ71,1,FLEX Love these shirts
156,5,B09M6X79V9,1,so comfortable These are so soft and comfy. I wear them everyday. I wear the medium because I like a compression fit. Best part is they don't ride up in the front or the back.
157,5,B09M6X79V9,1,I would recommend this product. I love it.
158,5,B07BM9GWG7,1,"Its nice Its a little bit smaller than expected. But, still fits well."
159,4,B09KHSM7BB,1,Comforable This sweatshirt was warm and comfortable.  Hopefully it'll last a few years.  I'll try and do a follow-up review later.
160,5,B07S8KMCQW,1,Práctico Buen producto
161,5,B08F1V3KB9,1,Very soft and comfortable. Very comfortable I would like to get more in other colors
162,5,B09H6MXJ71,1,Awesome Awesome
163,5,B076QD9NP1,1,"A real Winner! It was a present, and she loved it."
164,4,B09H6MXJ71,1,"Fits pretty good. I wear an XL and chest is a little tight when working out. Not much, but a little. Fits pretty good. I wear an XL and chest is a little tight when working out."
165,5,B0BVMLJTFS,1,"The flex style is awesome!! *UPDATE*<br />After I submitted my review, the seller contacted me and was very apologetic about my experience with the leggings I ordered. They suggested the Flex style which was more squat proof, asked me which color I wanted and sent me a pair at no charge.<br /><br />They sent me the khaki green flex style leggings in Small (I’m 5’4”, 135-140lbs). They fit perfectly, were completely squat proof, and they didn’t slide down at all. I do have a camel toe with them but I generally wear longer shirts so that’s not much of an issue for me.<br /><br />I’ll definitely be getting the charcoal flex style soon and I hope they come out with more colors! The 5 star review refers to the Flex style, not the others. I didn’t have great luck with the other styles so I really hope they give more colors in the flex style besides charcoal, green, and pink (because I don’t do pink 😂).<br /><br />ORIGINAL REVIEW:<br />Not squat proof, even though I got the proper size. I also had a pretty major camel toe, and they slipped down.<br /><br />I’m glad they worked so well for others, but they just didn’t work for me. Returned them."
166,5,B0B16Q1854,1,"Buen producto Muy buen producto , muy cómodo"
167,5,B09M6X79V9,1,True to size I like these
168,5,B09M6X79V9,1,"Great product Great shirts.  Based on reviews that they run a little big, I ordered a medium (usually large) and it fit perfectly.  I would have loved these to be a little longer but honestly I love them."
169,5,B09KHSM7BB,1,Have had Russel before & they last forever. Like it. very nice. Soft
170,5,B009R09Z8W,1,"Great quality Heavy sweater, prefect and cozy. Best purchase."
171,5,B07BM9GWG7,1,Perfect fit Fits perfect and wash nicely
172,5,B0BVMLJTFS,1,"Great fit and quality. Worth the price! My husband ordered these for me and they are great quality for a great price. Pretty true to size-- I am 5'8, 130 lbs and I got a medium. I usually fall between a medium and small, I'm glad I got the medium for some extra comfort. No digging, no rolling down, no stretching out. So far these are great and I will definitely order more."
173,5,B009R09Z8W,1,💗 My daughter loves this sweatshirt - soft material and beautiful color !
174,5,B07BM9GWG7,1,Five Stars Love wearing these as undershirts.
175,5,B09KHSM7BB,1,Five Stars Good
176,5,B009R09Z8W,1,"Love the bright color I dont mind it being too big I like my sweatshirts big, rather than too small."
177,5,B0B2KL8C8Q,1,"Look at sizing chart, fits according to that! Make sure you look at the chart. I usually wear a large-xlarge and I bought a 2X based on measurements and they fit great. I really wish they sold V-neck compression because I'd buy even more of those!"
178,4,B08F1V3KB9,1,Size up I wanted to like these but they fit more like leggings and I was looking for more of a jogger style. I would suggest sizing up and then they would probably work unless the waist would be too big.  Haven't tried it.  I just ended up returning. The material is light and feels nice.  The quality for the price point is great.
179,5,B0B2KL8C8Q,1,"Made well, runs small Very well made, just runs a bit small, which is fine if you wear it as a base. Buy up a size or two if you don't want skin-tight. Have washed and dried numerous times without issue."
180,5,B08F1V3KB9,1,Material is soft and comfortable Fit and quality exceptional!  I will buy more.
181,5,B07BM9GWG7,1,Very nice product Nicely form fitting. Soft and pleasant material.
182,4,B084LJ5ZJ5,1,"Four Stars Great quality, if your a woman order two sizes smaller. Super huge large lol"
183,5,B09M6X79V9,1,perfect fit very comfy and will be ordering more i’m 5’4 135 lbs and a medium fit perfect
184,5,B0928FSGGD,1,"True to size This material is great for going to the gym, hiking or whatever strenuous activity you might have in mind. Its dries quickly and is light on the body. You won't feel like it's suffocating you."
185,5,B097RFTKJP,1,"Love love love this dress Nice dress fits perfectly,  will order again"
186,5,B09KHSM7BB,1,"The same Russell Quality I have loved I had a grey Russell Athletic Men's Dri Power Full-Zip Fleece Hoodie for many years and loved it.  Eventually, after many many years of use, it was getting worn, so I decided to replace it. This turned out to be easier said than done.  The company said that they didn't have stock in the summer when I first tried to replace it and I needed they said to wait until cold weather for them to have new stock. They suggested Amazon but AMazon he no stock either at that time.<br /><br />I was also kind of worried since several reviews on the Russell site and on Amazon had complaints from purchasers claiming that the sizes were too large or too small, and it was mentioned that they were made somewhere new ... I forget where.... perhaps in Asia or England someplace.  My original hoodie sweatshirt was made in Mexico.<br /><br />Also, I wanted to purchase some more ""XL Pro Cotton"" T-Shirts which I have had for years, but Russell advised they had discontinued this type of T-Shirt, which was heavy-weight cotton and had a pocket on the upper left breast area.<br /><br />So when cold weather returned, I tried to order a replacement for my Russell Athletic Men's Dri Power Full-Zip Fleece Hoodie, but the Russell company had only Grey and Blue and I had decided I wanted to try black this time. So I tried Amazon again, and Jackpot Amazon did have it in Black.  I was still worried about the size based on the reviews last year, but I ordered XXL anyway as I had before, and it fits perfectly ... just like the old one.<br /><br />This new one is made in Honduras it says rather than Asia or England or wherever<br />the ones people complained about the size said theirs was made, and this one is 50% Cotton and 50% Polyester just like my old one was. I couldn't be more satisfied."
187,4,B0928FSGGD,1,"For short arms only Nice shirts and colors, but the sleeves are too short for long arms like mine. Nicely fitted and flattering but I wish the sleeves were a bit longer."
188,5,B0BVMLJTFS,1,No slip or falling! These legging are so amazing I just bought another pair! The material feels high quality and I love the thick band. They didn’t fall down while working out
189,5,B0928FSGGD,1,Sleeves area bit short for standard sized body frame. Nice fit and feel.  The sleeves are on the shorter side.  Overall good quality.
190,5,B09MJ6NSNM,1,Good workout sleeveless “hoodie” Like different colors in the  3 pack
191,5,B09M6X79V9,1,Five Stars Love these tanks. This is the second set I've bought!
192,5,B09H6MXJ71,1,Five Stars I love this tank
193,5,B09KHSM7BB,1,Five Stars Excellent quality item.  Better than I have found in department stores and was pleasantly surprised when I received it.
194,5,B09KHSM7BB,1,Excellent Purchase - I would repurchase My son loved this purchase - he spent the entire weekend it in......
195,5,B07BM9GWG7,1,"Great undershirt My son loves these. I ordered down one size as suggested by some reviews, but they're a little short on him. I will order another set that is true to size for him."
196,5,B07CQ84KLT,1,"Love it! Perfectly fit, affordable and nice fabric."
197,5,B09H6MXJ71,1,"Will buy again Excellent fit, highly recommend!"
198,5,B09M6X79V9,1,Great quality My daughter is skinny and tall so they weren't as tight fitting as we were hoping for
199,5,B084LJ5ZJ5,1,good buy Very nice he loved it and said it was cery comfy
200,4,B09KHSM7BB,1,Four Stars Good fit Quality seems good.  A little lighter weight than I was hoping for.  But good overall.
201,5,B009R09Z8W,1,Five Stars Love it! Great color and fit!
202,5,B09M6X79V9,1,Five Stars Everything was great just waiting on one other  thing
203,5,B0928FSGGD,1,"Good Good fit, good quality thinking about getting more colors"
204,5,B009R09Z8W,1,Getting the right size next time It was just a little bit to big
205,5,B09H6MXJ71,1,"Great fit, even better price. Great fit and nice material that dries very quickly. Even better price for the 3 pack. I use them to hit the gym and go to the beach."
206,5,B08F1V3KB9,1,Gift She loved them
207,4,B0928FSGGD,1,"Work well but run small These run very small. I normally wear a medium to large depending on brand. Based on the size chart, I ordered a XL and they are still very tight, especially under the armpits. I bought them to wear under my scrubs during winter months. They are working well for me, but I do recommend ordering a larger size for comfort."
208,4,B09KHSM7BB,1,Sweatshirt Nice weight to this sweatshirt
209,5,B09KHSM7BB,1,"I live in these things... Just what I expected -- of course, I've bought them and loved them before, so I knew what to expect. Basically, I live in these things :-)"
