,rating,parent_asin,pos_neg,tot_text
26,5,B09H6MXJ71,1,"great I am 6'3 and about 155 lbs, so its always a struggle to find clothes that fit well. I bought the SMALLS because I wanted them to fit snugger on me than on the model in the pic, and I thought they looked long enough on the model in the pic to where a SMALL would still fit me.<br /><br />Turns out, I was correct. They fit me well. The back of the shirts are slightly longer than the front (just a note). I like that they fit me in a more form fitting (but not tight or anything) way.<br /><br />Keep in mind that these shirts are kind of mesh-like, although I don't think anything is too visible through them.<br /><br />The material is not made of cotton so they will not shrink in the washer, etc.<br /><br />I bought the triple black pack, would buy again."
27,4,B0BVMLJTFS,1,Great fit and comfortable size fits well These are a great fit and they really are comfortable fitting. Only suggestion I would make is it is too tight around some areas and exposing a bit.
28,5,B07CQ84KLT,1,"I love the fabric I almost returned this without trying it on at first. I love the fabric, so I decided to give it a go and fell in love with it. I do have to buy a bandeau bra, though. Otherwise, it's far to revealing. It hides my postpartum belly well and is flattering."
29,5,B0BVMLJTFS,1,as advertised! The negative reviews had me doubtful but these fit as expected and are very flattering! They were perfect for my hiit run and they are squat proof! I will be ordering more.
30,5,B0B2KL8C8Q,1,Perfect Exactly what I was looking for! My daughters wear them under their practice/game jerseys for soccer.
31,5,B09KHSM7BB,1,Great sweatshirt Wear daily during fall/winter. Good stuff
32,5,B09MJ6NSNM,1,Great value Really like them great value.
33,5,B0928FSGGD,1,"Functional and stylish Love these shirts. Breathable (I used them for motorcycle racing),  not too thick, super soft, durable, and the stitching is slimming."
34,5,B09KHSM7BB,1,Great fit. Had to purchase this for my husband since he kept using mine to go outside when it was cool at night. He loves it!
35,5,B08F1V3KB9,1,These are flattering and comfortable! I asked someone wearing these where they got them and am I glad that I did. They hold my phone and look cute on without being skin tight.  Very nice for traveling since they don't look like jeans or yoga pants. I'm delighted with them and just ordered another color.
36,5,B07CQ84KLT,1,Recommend Super cute and comfortable dress. Usually wear size 6 and the small fit perfectly.
37,4,B09KHSM7BB,1,Four Stars fits well
38,4,B097RFTKJP,1,"I like the dress alote. I did receive my dress, I like it alote and Iam keeping it.  I know owe you for the refund you gave back to me. Thank you."
39,5,B09KHSM7BB,1,"Warm, Comfy, Durable and Fits Well I'm a fan of Russell clothing. It's relatively cheap, fits as expected and is durable. Their hoodies are no exception. I ordered an XXL in black heather, and it fits perfectly as a sweatshirt should. I'm borderline XL/XXL but the larger size allows for layering. The fleece is warm and the hood covers well. Overall, they're a great brand, and I highly recommend."
40,5,B09KHSM7BB,1,Great fit My daddy has a beer belly so I ordered a size up. It fits perfectly and he's constantly raving about how warm it is!
41,5,B09KHSM7BB,1,"looks great. Exactly what I wanted.  Generously sized, well sewn, medium weight, looks great."
42,5,B07XD71F1H,1,Perfect for my needs! I bought this so I could make alterations to it to create a Martha May Whovier dress for Halloween. True to size and flattering! I bought a large so I could cut it and wear a petticoat underneath. If I wore it as intended I would have bought a medium.
43,5,B0B2KL8C8Q,1,"Fit me very well Color, size and elastic, love them."
44,4,B09KHSM7BB,1,"Don't expect high quality Came a little large and baggy but tight around the neck and hands. I just needed a black sweater, and didn't care much about the quality. But I can tell you right now, what you pay for is what you get. The quality on this thing is not good at all so be prepared for about two months worth of sweater."
45,4,B09KHSM7BB,1,Four Stars Everything was good
46,5,B07BM9GWG7,1,"Happy With These Shirts - Good Value; Good Fit If you are a wearer of undershirts, but looking for a little bit more compression to make you look smother....this pack of 3 shirts is for you.  I ordered shirts in my usual size and they fit nicely; not too much compression, just holding &#34;things&#34; in a little nicer.  I have been very happy with these shirts - I hope any buyer will be happy too."
47,4,B09M6X79V9,1,Good but not seamless Fits nice and I use them frequently....but I wish  they were seamless
48,5,B09M6X79V9,1,Great for working out These shirts are great for the gym. Bright colors
49,4,B09MJ6NSNM,1,Worth the money Loose fitting and comfortable. Perfect for workouts!
50,5,B09H6MXJ71,1,"Good Gym Tanks I'm 5'7"" 170lbs (medium-build) and went with a small. I like the fit, the material, and these are well-made. Great price too."
51,5,B09H6MXJ71,1,"Size up from your regular size Got an XL , usually wear L, tank form fitting around chest area and shows off what you’ve been working “back” there as well as it is loose around the stomach area which is nice when it doesn’t hug you so much there."
52,5,B09H6MXJ71,1,Good fit Looks great
53,5,B09KHSM7BB,1,Worth it Fit just right and comfy will buy more
54,5,B09H6MXJ71,1,Durable and comfortable I like the feel of this shirt. The cut is just right at the shoulders and allows for wing span at the lats
55,5,B09KHSM7BB,1,Nice jacket... Very nice quality. Look's and feels nice. It is comfortable. Good price.
56,5,B09M6X79V9,1,Five Stars I really like these.
57,5,B07XD71F1H,1,"I love my dress. The comfort of the material is nice, color and print is flattering."
58,4,B09KHSM7BB,1,"Good More warmth than i expected, the brand is a great one for its price ."
59,5,B0BVMLJTFS,1,Super cute and comfy. Get them!! These are the cutest leggings ever! I am 130 pounds 5’4 and the small fit perfect. I prefer more of a 7/8 fit and these were a little longer on me than I normally like but I just fold them a bit and it’s perfect!!! They go up to my belly button which I like because I usually wear crop tops with them anyways. Squat proof.
60,5,B076QD9NP1,1,Good Very thin material. Perfect for summer.
61,5,B09M6X79V9,1,"Watch sizes, size up from regular at least 1or 2 for good fit. Great!"
62,5,B09MJ6NSNM,1,"These are my new favorite workout shirts These are my new favorite workout shirts! I love the fit and, it's awesome they came in a three pack. Delivery was quick. Very pleased."
63,5,B01JUP0DLQ,1,Beautiful Ordering more!!! I’m a size 22/24 ordered the 5x fits amazingly I’m normally a 3 x
64,5,B07BM9GWG7,1,Great My husband loves these shirts! I ordered another set.
65,5,B07CQ84KLT,1,"Everything was great. I'm 5'4"" and the large was the perfect ... Everything was great.  I'm 5'4&#34; and the large was the perfect length for me, but it does not touch the ground (the picture shown gave me the impression it might).  Fabric is soft and I love the adjustable straps."
66,5,B09MJ6NSNM,1,"Worth it This shirts are perfect for what you pay, the material is soft and fits well, looks really nice on."
67,5,B09KHSM7BB,1,"Cute! Exactly what I thought I ordered, washed well, no pilling"
68,5,B09H6MXJ71,1,It brings out your confidence when you training I like how it fits shows my traps and shoulders when I work out material doesnt stick to u on hard workout
69,5,B0B2KL8C8Q,1,Five Stars Love it! Plan to purchase more colors.
70,4,B09H6MXJ71,1,Very comfortable nice feel Very comfortable nice feel
71,5,B0928FSGGD,1,great value/great style! great workout shirt. Love the colors!
72,5,B07BM9GWG7,1,Super fit and style! Perfect fit and style for my 12 year old sailor!
73,4,B07BM9GWG7,1,Good buy Good fit but a bit long.
74,5,B08F1V3KB9,1,Comfortable & stylish Comfortable & stylish
75,5,B07CQ84KLT,1,"Great purchase! Love the sundress! A little long but was expected, everything is long on me (I'm only 5'2""). Would definitely recommend!!"
76,4,B07CQ84KLT,1,"but it’s nice and fits ok It’s different than the picture. It’s a simple piece with big dots, but it’s nice and fits ok."
77,5,B09H6MXJ71,1,"Review Great work out t-shirts, i love them!"
78,5,B076QD9NP1,1,Five Stars This dress was perfect for my daughters cupcake birthday party! It fits her perfectly!
79,5,B076QD9NP1,1,Five Stars Dress fit perfect.
80,4,B07CQ84KLT,1,"It's a keeper! This is a really cute dress with handy pockets.  It's extremely well made.  It's slightly snug around the chest, but not enough to complain about.  This one's a keeper ladies!"
81,5,B09KHSM7BB,1,Excelente servicio Me encanta!!!la tela muy bonita no se despinta estira bastante
82,4,B09H6MXJ71,1,"Buy it but not a perfect fit I really liked this product, really because of how it looks in the gym. That being said its actually way tighter on your lats then you might expect. From the photo youd expect the arm to cut below your lats but the arm sleeve is right below your armpit which can make you feel extremely constricted. Happy to have bought once definitely would not buy again..."
83,5,B09M6X79V9,1,"I was a little worried about ordering,if they would fit right or not. I am very pleased with them. I love them, will order more later on. Very ""flattering, comfortable to wear."
84,4,B07CQ84KLT,1,Four Stars nice fit. could have gone size smaller. cute cut.
85,5,B097RFTKJP,1,"Love this dress I love this dress, will buy other patterns."
86,5,B09M6X79V9,1,Simple and great Great buy for price
87,5,B09KHSM7BB,1,Five Stars I like the feel and look.
88,5,B0BVMLJTFS,1,"Long! Amazing. I took it out of the package and it looked as long as capris. As someone 5'10"" I was worried. However, it stretched and fit amazingly well! Didnt move at all and was so comfy I wanted to wear it all day. So smooth. I ordered a large and I'm 5'10"", 170 pounds. The waistband rolled down a bit but overall, great."
89,5,B08F1V3KB9,1,These are amazing joggers! I’m normally wear S I’m leggings but with joggers they do tend to stretch out sun. So I got a XS. The fit great! Will buy again
90,5,B07CQ84KLT,1,Adjustable straps!! Love! Wore this on vacation to the beach. Perfect summer dress!
91,4,B07XD71F1H,1,"Very Comfortable. Very comfortable tshirt dress.  Loved the color, fit, quality and price.  It was a bit long, but I am short, 5ft.  It would be great for a casual gathering.  I returned it because I wanted something for a dressy event and it was a little too long for me."
92,5,B0B2KL8C8Q,1,"Súper buenas Son muy comodas, hacen bien su trabajo te protegen del sol y son súper frescas, no acumulan el sudor. La verdad por el precio están más que sobrevaloradas"
93,4,B09H6MXJ71,1,"Totally Happy with this Purchase!!! I was a bit skeptical in purchasing these shirts because in the past, I bought some and didn't really care for the fit. These however, I love (thus far...just got them yesterday lol) because they don't have that totally ""hugging you body"" feel to them, if that makes sense. They ""fit"", but give your body room to breathe at the same time. I just used my phone to take quick sample pix of how they fit (without me fooling around with it to be ""picture perfect"", lol, more realistic of the wearing of the shirt).<br />I like them so much, if they wash well, I'm definitely getting more!!! Love the olive color and the fact that they aren't the type of material that attracts every single strand of cat hair that's in my apartment. 😂<br /><br />• 5'10/11""  • 200-ish lbs (90.718 kg)"
94,5,B09KHSM7BB,1,Excellent Fits as expected! all excellent
95,5,B084LJ5ZJ5,1,Five Stars Perfect color and size. Fits great.
96,5,B09MJ6NSNM,1,"Pretty good I wish these came in tall sizes. I'm 6'4""-6'5"" and felt they were a little short."
97,5,B09H6MXJ71,1,Nice  
98,5,B08F1V3KB9,1,Great price! Nice fit! These are great for lounging and not too hot for working out. I’m very happy with them. They run a little short but I feel like that’s in style now. They have held up nicely in two washes in the washing machine so far.
99,5,B09M6X79V9,1,Get a bigger size Runs a little bit small but still comfortable
100,5,B09H6MXJ71,1,"Very good workout tanktop I've tried many tanktops for working out, and these are just always the best fitting and best for value with the 3 packs. It does take a little getting used to if you haven't worn any of these style though."
101,5,B09MJ6NSNM,1,"Thumbs up 👍 Fits great, you can wear to work out in or play time. I bought 3 for my husband! he's very pleased 😀<br />Highly recommend"
102,5,B08F1V3KB9,1,SUPER HAPPY! Love the color and the fit. Super light too.
103,4,B0B2KL8C8Q,1,Love these shirts! I like that they have a sufficient amount of stretch.
104,5,B07S8KMCQW,1,"I love this shirt I love this shirt!! I got a large and I'm 130 lbs/ athletic build. I like my work out clothes a little loose, and so this was perfect. Washes well, no pilling. Really nice denim color. Covers your butt!!"
105,5,B09KHSM7BB,1,Five Stars Again Husband Love them was so happy I order them for him.
106,5,B09KHSM7BB,1,"Just what I was looking for Love this hoodie! The fit is perfect, the weight is just right (not too heavy, not too light), and the quality is excellent!"
107,4,B0BVMLJTFS,1,"As expected, minus color. The color is not purple at all but more of a rose color. The fit is extremely comfortable. I bought ten leggings from various brands and this one, by far, is my favorite. There is no compression with these, so they are the most ideal for yoga and, from what I can tell, underwear doesn't show through. You will see underwear lines, if that is a concern."
108,4,B09M6X79V9,1,Comfortable and fitted. Its fitted and soft. I'm not sure if I want to wear it on a hot summer day or wear it as a night shirt.  I can tell that the material will keep me cool and comfy.
109,5,B09M6X79V9,1,Perfect Fit I love how it hugs your body with a comfortable feeling
110,5,B07BM9GWG7,1,"Great fit Just what I was looking for.  Nice and long, stays tucked in"
111,5,B09MJ6NSNM,1,Perfect fit Fits perfectly! Great length.
112,4,B0B2KL8C8Q,1,Four Stars A bit fitted then expected
113,5,B09M6X79V9,1,Fits perfectly! I love these tanks to wear under my other tops! I wear a 2x and the extra large fits me perfectly!
114,5,B09KHSM7BB,1,Sweatshirt purchase Great fit and great manufacture and value.
115,4,B084LJ5ZJ5,1,"Its pretty good- I just bought it too large, so i gave it to my mom..."
116,5,B09KHSM7BB,1,Look good feel good Soft comfortable and warm
117,5,B0B16Q1854,1,"Perfect fit! Love the way these fit, nice and comfy but still flattering."
118,5,B07BM9GWG7,1,The black ones are better than the color ones. I like the black compression tank tops. They squeeze onto your body pretty well. I would not get the color ones. I thought the color ones with the same as the black ones but they are little bit different style and they came directly from China. The three pack black versions are little bit better than the three pack color versions. The three packed color version all came individually wrapped and they seem a little bit thinner than the black ones. I recommend the black ones is the color ones.
119,4,B01JUP0DLQ,1,"Don't order a size up Love the color and fit, I was worried about it being small but the L (US-M) fit like a large.<br />Cuts off nice in the back I normally don't like long cardigans"
120,5,B09H6MXJ71,1,Great shirt! Fit was great
121,5,B0B2KL8C8Q,1,Good quality Good material and well done.
122,5,B0B16Q1854,1,Great sweat pants I love the sweat pants. They are very comfortable. I ordered them too big so I could lounge around the house in them.
123,4,B009R09Z8W,1,Four Stars The sweatshirt was exactly what I expected.  Thank you
124,4,B0928FSGGD,1,La talla sale muy bien La tela esta muy buena
125,4,B09H6MXJ71,1,"Unique gym mesh tank, good look. These tanks are great for the gym.  Take note that these are fabric mesh and not regular pima/soft cotton.  Felt initially a little scratchy. Got better after a wash.  Hoping they don’t shrink.  I like tanks med or large.  Got these in large and very glad I didn’t go smaller!"
126,4,B09MJ6NSNM,1,gym shirt good quality just didn't like the line thread on the shirt
127,5,B09H6MXJ71,1,"Great fit, very stylish! Very nice, comfy and stylish 😁 gonna have to get some more soon 😁"
128,5,B09H6MXJ71,1,"Good for cost. I bought these for my bf and they fit true to size, I was just a little surprise with the material.<br />It was soft but because the holes on the tank top reminded of a mesh hat. But otherwise nice, my bf likes them!"
129,5,B07BM9GWG7,1,Great fit!! I use it for under my dress shirts.
130,4,B0B2KL8C8Q,1,"Love, but run small I love the tops but they run small. Be sure to go up a size. Not only do they run small, they also shrink in the dryer. I'm hanging to dry from now on."
131,5,B09M6X79V9,1,A+ Worth the money you spend.
132,5,B09KHSM7BB,1,Impressed!!! I purchased this for my mother and I to wear around the house to keep warm to still look fly during last Christmas time. The material is sturdy and just the right thickness to keep all the warmth inside the sweater and not have you overheating. It feels great inside and out and we actually purchased another set to wear out because it looks that good to wear with leggings and boots. I recommend this to any man and woman. I'll probably buy more down the road.
133,4,B09KHSM7BB,1,"cozy and comfortable. Classic, cozy and comfortable."
134,5,B09KHSM7BB,1,Like it! Fits Good. Color is good. Made well
135,4,B09M6X79V9,1,Four Stars Love these! Helps keep everything in place.
136,5,B09KHSM7BB,1,Five Stars Thank u
137,4,B09KHSM7BB,1,Color not as depicted Color online is not color received.
138,5,B0928FSGGD,1,Comfortable I love these long sleeves very comfortable fit !
139,5,B0B2KL8C8Q,1,Good quality Love these for under scrubs. Could be a little longer tho. Otherwise love them
140,5,B09KHSM7BB,1,"Great casual hoodie Fits as advertised.  Arms and wast length is spot on.  I've washed it in cold water 4 times now, dried it in the dryer and there hasn't been any stretching or shrinking.  It's a medium weight shirt good for every season but summer."
141,4,B009R09Z8W,1,Four Stars Not a heavy sweatshirt but should be fine.
142,4,B07XD71F1H,1,"It was crazy comfortable So comfy !! I ordered a large ,it fit nice.<br />I’m only 5’4 it went below the knee .<br />Love it , I’m getting another ."
143,5,B0BVMLJTFS,1,Fits like a glove Love theses leggings!!! So does my husband
144,5,B0BVMLJTFS,1,Great leggings I would order a size up they are a little stif
145,5,B0B2KL8C8Q,1,"Bought twice I used these long sleeves for work. They fit great and are light and comfortable. They for as expected, I was nervous the size medium would fit funny because I am 150bs and 5'2&#34;. It is a little short, but I tuck them in. I actually purchased another order of three shirts and I'm thinking of buying some from my mother. As for the delivery, I told Amazon to bulk my order, I don't remember well how long it took, average I think. I'll upload pictures later"
146,5,B08F1V3KB9,1,Love these! Great fit and super flattering. I loved them so much I went back and bought another color. Love the pockets and the hidden pocket as well.
147,5,B07BM9GWG7,1,Good under shirt for workouts Quality material and durable material
148,4,B01JUP0DLQ,1,Four Stars Very comfortable
149,4,B09H6MXJ71,1,"Great workout shirts Comfortable material, breathable"
150,5,B07CQ84KLT,1,"Love it! Love it! This caught my eye a while back but I never ordered clothes from Amazon before so I was hesitant, but after reading the reviews, I placed my order for the black and white polka dotted dress. It arrived today and it is exactly what I hoped it would be, a comfy, flowy dress perfect for the summer. I'm 5'3 and wear a 14/16 because of my 36G bust. The XL fit perfectly, length included. I liked it so much, I will be ordering another one. My only advice is to wash in cold water and hang to dry, and not to place in the dryer. Very cute dress!"
151,5,B09KHSM7BB,1,"I've bought some of the cheaper brands only to be disappointed with the wear of the fabric and the elastic ... The old saying&#34;you get what you pay for&#34; definitely applies to this sweatshirt,,I've bought some of the cheaper brands only to be disappointed with the wear of the fabric and the elastic wrists and waist band,,this one is holding up nicely 'and' with no pilling! I will buy more of these,,,,"
152,5,B009R09Z8W,1,"Five Stars Love it, been shopping all over."
153,5,B0BVMLJTFS,1,"SO flattering These are the most flattering leggings ever! Such great quality, I am so impressed with them. 100% buying more!!"
154,5,B07XD71F1H,1,Comfortable and stylish Comfortable and stylish.
155,4,B07CQ84KLT,1,"Love this dress, just a smidge big It's pretty big for a size small, but I love it anyway! I belted it and it looks great. :) Love the polka dots, the flowy shape, and the adjustable straps (I'm short!). Also, how can you not love a dress that has pockets?!?!"
156,5,B09M6X79V9,1,Not a lot of support Ok for daily wear
157,5,B0B16Q1854,1,Love Comfy n cute!
158,4,B009R09Z8W,1,"I am pleased with my purchase It is not super soft on the inside like most brand new sweatshirts but it looks exactly like the picture and it fits well. The colors are bright and vibrant and so far it hasn't shrunk, bled, or faded."
159,5,B0B2KL8C8Q,1,The perfect workout top. These workout tops fit perfectly.  You will love them.
160,5,B08F1V3KB9,1,Flattering Amazing! I searched everywhere for a nicer pair of joggers that didn’t hurt my pockets. Can wear this outside the house and look put together.
161,5,B09H6MXJ71,1,great buy!! Order true to size and it will fit comfortably
162,5,B0B16Q1854,1,Awesome These sweat pants are obviously designed by a heart specialist. Because when your wife puts these on your heart will race to levels never seen before.  If you live your heart is good. If you die then someone else gets to enjoy your wife in those sweats.
163,5,B0928FSGGD,1,"Absolutely love them! Needed some pastel long sleeves for under my scrubs. These are great. They fit snug but comfortably so, and they keep me warm just like I need. They're long so you can tuck them but not so long that bunch up when you do. I have ordered two sets and for around $10ea I will definitely order more when I want new colors."
164,5,B009R09Z8W,1,Grandaughter loves it Ugly mustard color to me but granddaughter wanted it and wears it often. Good quality and warm.
165,4,B0B2KL8C8Q,1,"Great Shirts but... I wear these unde my scrubs and bought the xxl, These had fast shipping and greatly made, but definitely run smaller. I like my sleeves long even had a measuring tape out checking there posted lengths but it still was short on me.."
166,4,B08F1V3KB9,1,"Cute and comfortable These joggers are so soft and comfortable. They are a little bit short for my liking, but I will still wear them."
167,5,B09MJ6NSNM,1,Doesn’t have to be nike Never heard of this product. Purchased this product. Love this product because I bought the shorts.
168,5,B084LJ5ZJ5,1,Five Stars Perfect! Will buy again!
169,5,B09MJ6NSNM,1,"EXCELENTE Es un buen producto par hacer deporte, muy buen material, frescura y sobre todo cómodo. La verdad, lo recomiendo a todos."
170,5,B009R09Z8W,1,good hoodie. love that they offer larger sizes good hoodie.  love that they offer larger sizes.
171,4,B09KHSM7BB,1,"Inexpensive alternative When all a person needs is something for the gym - and one is not trying to impress anyone with what they are wearing, this is an inexpensive alternative. No problems in washing."
172,5,B07CQ84KLT,1,Comfy Casual Dress Cute dress flowy. Long if you are short but not too long to drag on the ground
173,5,B09KHSM7BB,1,Great Sweatshirt This sweatshirt is just as advertised. The fit and quality is outstanding. After receiving the product I was so happy with it I ordered an additional sweatshirt. I would definietly recommend this product..
174,5,B084LJ5ZJ5,1,I Feel Fluffy!xD Out of all the sweaters that i have this is the best! Its very comfortable:) i feel like a Fluffy Bear when i wear this:) it keeps me very warm... and its also very stylish:D  i accidentally made a mistake by ordering a bigger size but its doesnt matter.. its still pretty comfortable:D I would reccomend this to anyone who is looking for a stylish and comfty sweater!:D
175,5,B09M6X79V9,1,Five Stars great shirt to wear under almost anything
176,5,B009R09Z8W,1,Great quality First time for this brand .Very pleased will purchase more after the wash dry test
177,5,B09KHSM7BB,1,"Five Stars I always liked the durability of Russell Athletics clothing, it's a nice heavy sweatshirt! Thank you"
178,5,B09M6X79V9,1,Good Good a bit on the small side
179,5,B09KHSM7BB,1,Five Stars Seems like good quality.  The price seemed good also.
180,5,B09KHSM7BB,1,Quality product fits well and is a quality sweater. I have always enjoyed this brand for my sweats.
181,5,B09MJ6NSNM,1,Good product I like the material and lightweight aspect of product. It drys quick but adds warmth throughout the workout
182,4,B09M6X79V9,1,"Good value for the money Fit as expected. I use them for yoga, and they  do move around a little when I workout. Otherwise pretty good quality and value."
183,4,B09KHSM7BB,1,"Russell grey sweatshirt I do not like the brand tag at the neckline, so will cut it out. I really like the cotton feel of the fabric."
184,4,B07BM9GWG7,1,Read review Not the highest quality but you get what you pay for..
185,4,B07BM9GWG7,1,Almost perfect Nice quality and fit.  Something needs to be done about the tags sewn into the inside side - rubs against the skin and very irritating.
186,5,B0928FSGGD,1,"They keep you WARM Purchased these for my mom who is always cold due to poor circulation, she wares them under her nightgowns and they work perfect."
187,5,B09KHSM7BB,1,"Russell Products are good quality I bought the sweat shirt and sweat pants for my husband.  Both are XL, his usual size, but both are larger than the usual XL. We have tried to shrink them by washing and drying on hot, but they didn't shrink much. I will have to hem up the<br />sweat pants.  Regardless, he likes them and says Russell products are quality and last a long time."
188,5,B09KHSM7BB,1,Five Stars perfect for price!
189,5,B09KHSM7BB,1,"It fits great and it is warm It fit very well, not Tight but Loose like a sweat shirt should , it is light in weight but warm"
190,5,B09KHSM7BB,1,Five Stars Fit was perfect!
191,5,B09KHSM7BB,1,"Very heavy I order a medium,  perfect"
192,5,B0928FSGGD,1,"Very happy! I have no complaints.  The fit, the look, the quality and comfort are better than I expected."
193,5,B09H6MXJ71,1,I LOOKED MARVELOUS!!! It's great and look fantastic on me. Thank you.i
194,5,B09KHSM7BB,1,Five Stars Warm and fast drying which is all I need from a sweatshirt.
195,5,B09H6MXJ71,1,"Awesome Comfortable, true to size"
196,5,B09H6MXJ71,1,Love it Loved for vacation
197,5,B08F1V3KB9,1,"Success! Very nice fabric, good fit but not generous, nice leg width, not too tight or too loose.  Navy is a very good dark version - hard to find."
198,5,B0B2KL8C8Q,1,"Excellent Love fit, perfectly comfortable, exactly what I wanted."
199,5,B07CQ84KLT,1,"Fantastic! Perfect Summer dress, can be used with many accesories to add glamour or just simple as a beach attire."
200,5,B07XD71F1H,1,Good! Really nice!
201,5,B09KHSM7BB,1,it is a perfect fit and the measurement was perfect It's soft and fit's great. It is perfect for a chilly day and to stay warm when the weather doesn't cooperate. I'll be buying a 2nd one soon
202,5,B07CQ84KLT,1,Five Stars Love this dress...wish for more colors.
203,5,B076QD9NP1,1,Good quality and great fit. Adorable dress for my seven year old granddaughter!  She loved the kitty cat print.
204,5,B09KHSM7BB,1,Great sweatshirt Comfortable. Well made. medium weight. It arrived very quickly. It's a blend but the fabric is very soft as if it were made from all cotton. Would definitely recommend.
205,4,B0B2KL8C8Q,1,"Good As pictured, fits good, good shipping times"
206,5,B09KHSM7BB,1,RUSSELL ATHLETIC MEN’S DRI-POWER PULLOVER FLEECE My guy is a sweat shirt sweat pants guy especially in cold weather. This is very warm & comfortable. He is pleased with my purchase!
207,5,B0B16Q1854,1,"Good fit I was looking for joggers that are not too warm for exercise, these are great for it. Right on the size and comfortable."
208,5,B09KHSM7BB,1,"Great Hoodie It's just the right thickness, cozy on the inside, soft and warm!  Love it so much, I bought another one!"
209,5,B09H6MXJ71,1,just what I was looking for perfect for gym workouts.  Mesh material keeps you cool even with intense workout.
210,5,B09KHSM7BB,1,"Great quality, casual sweater I bought this for my husband, he loves it. Comfy oversized style. I steal it as often as I can. Just order a second one for me."
